SeniorCitizenRelevel,Partner,Dependents,tenure,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,AdditionalInternetServicesCount,StreamingServicesCount,MC_x_Additional,MC_x_Streaming
No,Yes,Yes,15,No,Month-to-month,No,Mailed check,20.05,No,0,0,0.0,0.0
Yes,Yes,No,64,No,Two year,No,Credit card (automatic),25.65,No,0,0,0.0,0.0
No,Yes,No,27,Fiber optic,Month-to-month,No,Credit card (automatic),95.0,No,0,2,0.0,190.0
No,Yes,Yes,8,DSL,Month-to-month,Yes,Electronic check,45.45,No,0,0,0.0,0.0
No,No,No,10,No,Month-to-month,Yes,Credit card (automatic),20.0,No,0,0,0.0,0.0
No,No,No,2,DSL,Month-to-month,No,Mailed check,49.2,No,1,0,49.2,0.0
No,Yes,No,51,DSL,Two year,Yes,Credit card (automatic),83.25,No,4,2,333.0,166.5
No,Yes,Yes,46,No,Two year,Yes,Mailed check,19.25,No,0,0,0.0,0.0
No,No,No,1,No,Month-to-month,Yes,Bank transfer (automatic),19.65,No,0,0,0.0,0.0
No,No,No,46,Fiber optic,Month-to-month,No,Bank transfer (automatic),72.8,No,0,0,0.0,0.0
No,Yes,No,50,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),109.65,No,3,2,328.95000000000005,219.3
No,Yes,Yes,53,DSL,Month-to-month,No,Credit card (automatic),65.0,No,2,1,130.0,65.0
No,Yes,No,61,Fiber optic,Month-to-month,Yes,Electronic check,114.1,No,3,2,342.29999999999995,228.2
No,No,No,5,No,Month-to-month,No,Bank transfer (automatic),20.65,No,0,0,0.0,0.0
No,No,No,47,DSL,One year,Yes,Bank transfer (automatic),86.95,No,4,2,347.8,173.9
No,No,No,54,Fiber optic,One year,Yes,Bank transfer (automatic),94.75,No,2,1,189.5,94.75
No,No,Yes,19,DSL,Month-to-month,Yes,Credit card (automatic),25.35,No,0,0,0.0,0.0
No,No,Yes,26,Fiber optic,Two year,Yes,Electronic check,105.45,No,3,2,316.35,210.9
No,Yes,Yes,70,No,Two year,No,Mailed check,25.4,No,0,0,0.0,0.0
No,Yes,No,17,Fiber optic,Month-to-month,Yes,Electronic check,102.55,No,2,2,205.1,205.1
No,No,Yes,1,No,Month-to-month,No,Mailed check,24.0,No,0,0,0.0,0.0
No,Yes,Yes,19,No,Two year,No,Mailed check,25.6,No,0,0,0.0,0.0
No,Yes,No,26,DSL,Two year,Yes,Credit card (automatic),73.5,No,2,2,147.0,147.0
No,Yes,No,50,Fiber optic,One year,Yes,Electronic check,98.25,No,1,2,98.25,196.5
No,Yes,No,68,DSL,One year,Yes,Electronic check,54.4,No,2,2,108.8,108.8
No,Yes,Yes,9,Fiber optic,Month-to-month,No,Electronic check,103.1,No,2,2,206.2,206.2
No,Yes,Yes,51,DSL,Two year,No,Bank transfer (automatic),34.2,No,2,0,68.4,0.0
No,No,No,9,DSL,Month-to-month,Yes,Electronic check,43.75,No,0,0,0.0,0.0
No,No,No,22,Fiber optic,Month-to-month,Yes,Electronic check,100.65,No,1,2,100.65,201.3
No,Yes,Yes,71,Fiber optic,Two year,Yes,Bank transfer (automatic),116.05,No,4,2,464.2,232.1
No,Yes,Yes,26,DSL,One year,Yes,Credit card (automatic),82.0,No,2,2,164.0,164.0
No,Yes,No,71,DSL,Two year,No,Bank transfer (automatic),65.15,No,3,0,195.45000000000002,0.0
No,No,No,4,DSL,Month-to-month,Yes,Credit card (automatic),44.8,No,0,0,0.0,0.0
No,No,No,12,Fiber optic,Month-to-month,Yes,Electronic check,79.8,No,1,0,79.8,0.0
No,Yes,No,18,Fiber optic,Month-to-month,Yes,Electronic check,88.85,No,1,1,88.85,88.85
No,No,No,3,Fiber optic,Month-to-month,Yes,Electronic check,74.95,No,0,0,0.0,0.0
Yes,Yes,No,72,Fiber optic,One year,Yes,Bank transfer (automatic),106.85,No,2,2,213.7,213.7
No,No,No,13,No,One year,No,Credit card (automatic),19.3,No,0,0,0.0,0.0
No,Yes,No,42,DSL,One year,No,Credit card (automatic),56.1,No,1,0,56.1,0.0
No,No,No,17,No,Month-to-month,No,Credit card (automatic),19.7,No,0,0,0.0,0.0
Yes,No,No,7,DSL,Month-to-month,Yes,Mailed check,51.3,No,1,0,51.3,0.0
No,Yes,No,68,Fiber optic,Two year,No,Mailed check,118.6,No,4,2,474.4,237.2
No,Yes,Yes,56,No,Two year,No,Bank transfer (automatic),24.15,No,0,0,0.0,0.0
No,Yes,Yes,38,No,One year,No,Mailed check,20.3,No,0,0,0.0,0.0
No,Yes,Yes,72,Fiber optic,Two year,Yes,Electronic check,115.5,No,4,2,462.0,231.0
No,No,No,48,No,One year,No,Credit card (automatic),25.05,No,0,0,0.0,0.0
Yes,Yes,No,52,Fiber optic,Month-to-month,Yes,Electronic check,109.1,No,3,2,327.29999999999995,218.2
No,Yes,Yes,35,No,One year,No,Mailed check,19.65,No,0,0,0.0,0.0
No,Yes,No,67,Fiber optic,Two year,Yes,Bank transfer (automatic),111.3,No,3,2,333.9,222.6
No,No,No,1,DSL,Month-to-month,No,Mailed check,29.9,No,1,0,29.9,0.0
No,No,No,53,Fiber optic,Month-to-month,Yes,Mailed check,80.6,No,2,0,161.2,0.0
No,Yes,Yes,34,No,Month-to-month,No,Mailed check,20.8,No,0,0,0.0,0.0
No,No,No,19,Fiber optic,Month-to-month,No,Mailed check,89.95,No,2,1,179.9,89.95
Yes,Yes,No,60,Fiber optic,Two year,Yes,Bank transfer (automatic),116.05,No,4,2,464.2,232.1
No,No,No,11,No,Two year,No,Credit card (automatic),19.55,No,0,0,0.0,0.0
No,Yes,Yes,60,Fiber optic,Two year,No,Credit card (automatic),115.25,No,4,2,461.0,230.5
No,Yes,No,72,No,Two year,No,Credit card (automatic),24.8,No,0,0,0.0,0.0
No,No,No,39,No,One year,No,Mailed check,19.9,No,0,0,0.0,0.0
No,Yes,No,59,Fiber optic,One year,Yes,Credit card (automatic),81.25,No,2,0,162.5,0.0
No,Yes,Yes,2,Fiber optic,Month-to-month,No,Mailed check,69.95,No,0,0,0.0,0.0
No,No,No,71,Fiber optic,Two year,Yes,Credit card (automatic),86.4,No,2,0,172.8,0.0
No,Yes,No,24,DSL,Month-to-month,No,Mailed check,66.3,No,3,0,198.89999999999998,0.0
Yes,Yes,No,67,Fiber optic,Month-to-month,Yes,Credit card (automatic),94.65,No,0,2,0.0,189.3
No,Yes,No,37,DSL,One year,No,Mailed check,72.1,No,2,1,144.2,72.1
No,No,No,11,DSL,Month-to-month,No,Mailed check,34.7,No,2,0,69.4,0.0
No,Yes,No,18,Fiber optic,Month-to-month,Yes,Credit card (automatic),95.95,No,1,2,95.95,191.9
No,Yes,Yes,50,DSL,One year,Yes,Bank transfer (automatic),44.8,No,0,0,0.0,0.0
No,Yes,Yes,67,Fiber optic,One year,Yes,Electronic check,109.4,No,3,2,328.20000000000005,218.8
No,Yes,No,25,DSL,Month-to-month,Yes,Mailed check,71.05,No,3,1,213.14999999999998,71.05
No,No,No,9,No,Month-to-month,No,Credit card (automatic),19.7,No,0,0,0.0,0.0
No,No,Yes,10,DSL,One year,No,Mailed check,40.25,No,3,0,120.75,0.0
No,Yes,No,70,No,Two year,No,Credit card (automatic),19.85,No,0,0,0.0,0.0
No,No,No,9,DSL,Month-to-month,Yes,Bank transfer (automatic),68.25,No,3,1,204.75,68.25
No,No,No,4,No,Month-to-month,Yes,Credit card (automatic),20.15,No,0,0,0.0,0.0
No,No,No,2,DSL,Month-to-month,No,Mailed check,50.95,No,1,0,50.95,0.0
No,No,No,19,DSL,Month-to-month,Yes,Bank transfer (automatic),25.15,No,0,0,0.0,0.0
No,Yes,Yes,7,No,Month-to-month,Yes,Bank transfer (automatic),20.25,No,0,0,0.0,0.0
Yes,No,No,1,DSL,Month-to-month,No,Electronic check,44.0,No,0,0,0.0,0.0
No,Yes,Yes,9,No,One year,No,Mailed check,20.25,No,0,0,0.0,0.0
No,No,No,5,DSL,Month-to-month,No,Credit card (automatic),55.8,No,2,0,111.6,0.0
No,Yes,Yes,56,Fiber optic,One year,No,Bank transfer (automatic),88.9,No,0,2,0.0,177.8
No,No,Yes,18,DSL,Month-to-month,No,Mailed check,57.65,No,1,0,57.65,0.0
No,Yes,No,70,DSL,Two year,No,Mailed check,79.15,No,4,1,316.6,79.15
No,No,No,72,Fiber optic,Two year,Yes,Credit card (automatic),108.05,No,3,2,324.15,216.1
Yes,Yes,No,17,Fiber optic,Month-to-month,Yes,Electronic check,94.8,No,0,2,0.0,189.6
No,Yes,No,29,DSL,Month-to-month,Yes,Electronic check,45.9,No,0,2,0.0,91.8
No,Yes,No,63,Fiber optic,Two year,No,Electronic check,102.6,No,1,2,102.6,205.2
No,No,No,59,DSL,One year,Yes,Bank transfer (automatic),61.35,No,1,1,61.35,61.35
No,No,No,3,DSL,Month-to-month,No,Electronic check,57.55,No,1,1,57.55,57.55
No,No,No,8,DSL,Month-to-month,Yes,Mailed check,29.25,No,1,0,29.25,0.0
No,No,No,68,No,Two year,No,Credit card (automatic),19.6,No,0,0,0.0,0.0
No,Yes,Yes,68,Fiber optic,Two year,No,Credit card (automatic),111.75,No,3,2,335.25,223.5
Yes,Yes,No,52,Fiber optic,One year,Yes,Electronic check,106.5,No,2,2,213.0,213.0
No,Yes,Yes,72,Fiber optic,Two year,Yes,Credit card (automatic),107.7,No,3,2,323.1,215.4
No,Yes,No,32,No,One year,No,Mailed check,19.3,No,0,0,0.0,0.0
No,Yes,No,72,No,Two year,No,Bank transfer (automatic),20.05,No,0,0,0.0,0.0
No,Yes,Yes,1,Fiber optic,Month-to-month,Yes,Credit card (automatic),69.95,No,0,0,0.0,0.0
No,Yes,Yes,42,DSL,One year,No,Credit card (automatic),63.7,No,2,1,127.4,63.7
No,No,No,45,DSL,Month-to-month,Yes,Bank transfer (automatic),50.9,No,1,0,50.9,0.0
No,Yes,Yes,43,DSL,One year,Yes,Credit card (automatic),60.4,No,3,2,181.2,120.8
No,Yes,No,37,DSL,One year,No,Mailed check,79.25,No,2,2,158.5,158.5
No,Yes,No,63,Fiber optic,Two year,Yes,Credit card (automatic),110.1,No,4,2,440.4,220.2
No,No,No,3,Fiber optic,Month-to-month,No,Mailed check,90.7,No,0,2,0.0,181.4
No,Yes,Yes,66,No,Two year,Yes,Credit card (automatic),25.3,No,0,0,0.0,0.0
Yes,No,No,8,Fiber optic,Month-to-month,No,Electronic check,85.2,No,0,1,0.0,85.2
No,No,Yes,71,No,Two year,No,Mailed check,24.35,No,0,0,0.0,0.0
No,Yes,Yes,72,No,Two year,No,Bank transfer (automatic),25.1,No,0,0,0.0,0.0
Yes,Yes,No,16,DSL,Month-to-month,Yes,Bank transfer (automatic),54.55,No,2,0,109.1,0.0
No,Yes,No,66,Fiber optic,Two year,No,Mailed check,96.6,No,4,0,386.4,0.0
No,No,No,51,DSL,One year,Yes,Credit card (automatic),81.15,No,4,1,324.6,81.15
No,No,Yes,8,DSL,Month-to-month,Yes,Electronic check,38.5,No,1,1,38.5,38.5
No,No,No,14,Fiber optic,Month-to-month,Yes,Electronic check,92.9,No,0,2,0.0,185.8
No,No,No,70,DSL,Two year,No,Mailed check,84.7,No,3,2,254.10000000000002,169.4
No,No,Yes,70,DSL,Two year,No,Electronic check,66.0,No,3,0,198.0,0.0
No,No,No,24,No,Two year,No,Mailed check,20.75,No,0,0,0.0,0.0
No,Yes,No,69,DSL,Two year,Yes,Credit card (automatic),61.45,No,1,1,61.45,61.45
No,Yes,Yes,42,DSL,Month-to-month,No,Mailed check,54.5,No,2,0,109.0,0.0
Yes,No,No,39,Fiber optic,Month-to-month,Yes,Electronic check,99.75,No,1,2,99.75,199.5
No,Yes,Yes,45,Fiber optic,Two year,Yes,Bank transfer (automatic),109.75,No,3,2,329.25,219.5
No,Yes,Yes,72,DSL,Two year,Yes,Bank transfer (automatic),80.85,No,4,1,323.4,80.85
No,No,No,38,No,Two year,No,Mailed check,20.3,No,0,0,0.0,0.0
No,Yes,No,72,DSL,Two year,Yes,Bank transfer (automatic),67.8,No,4,0,271.2,0.0
No,Yes,Yes,72,No,Two year,Yes,Credit card (automatic),19.8,No,0,0,0.0,0.0
No,Yes,No,55,No,Two year,No,Bank transfer (automatic),25.7,No,0,0,0.0,0.0
No,Yes,Yes,51,DSL,One year,Yes,Electronic check,56.15,No,2,2,112.3,112.3
No,No,No,63,DSL,Two year,Yes,Bank transfer (automatic),86.7,No,4,2,346.8,173.4
No,No,No,1,No,Month-to-month,No,Mailed check,20.4,No,0,0,0.0,0.0
No,Yes,Yes,23,No,Two year,Yes,Mailed check,19.65,No,0,0,0.0,0.0
No,No,No,2,DSL,Month-to-month,Yes,Mailed check,54.35,No,1,0,54.35,0.0
Yes,No,No,52,Fiber optic,Month-to-month,No,Credit card (automatic),108.1,No,3,2,324.29999999999995,216.2
No,No,No,36,DSL,One year,No,Mailed check,54.45,No,1,0,54.45,0.0
No,No,No,1,DSL,Month-to-month,No,Mailed check,45.35,No,0,0,0.0,0.0
No,No,No,28,DSL,One year,No,Mailed check,59.0,No,2,0,118.0,0.0
No,Yes,Yes,7,DSL,One year,No,Electronic check,69.45,No,3,1,208.35000000000002,69.45
Yes,Yes,No,72,DSL,Two year,Yes,Credit card (automatic),64.95,No,4,2,259.8,129.9
No,No,No,10,No,Month-to-month,No,Mailed check,18.85,No,0,0,0.0,0.0
No,No,No,42,No,One year,No,Bank transfer (automatic),19.8,No,0,0,0.0,0.0
No,No,No,7,DSL,Month-to-month,No,Bank transfer (automatic),25.05,No,0,0,0.0,0.0
No,Yes,Yes,72,Fiber optic,Two year,Yes,Credit card (automatic),114.3,No,4,2,457.2,228.6
No,No,No,63,Fiber optic,Two year,No,Credit card (automatic),109.2,No,4,2,436.8,218.4
No,No,No,56,DSL,Two year,No,Bank transfer (automatic),45.05,No,4,0,180.2,0.0
No,No,Yes,5,DSL,Month-to-month,Yes,Mailed check,51.0,No,1,0,51.0,0.0
No,Yes,No,72,Fiber optic,Two year,Yes,Bank transfer (automatic),110.45,No,3,2,331.35,220.9
Yes,Yes,Yes,68,Fiber optic,Month-to-month,Yes,Electronic check,84.65,No,2,0,169.3,0.0
No,Yes,Yes,67,DSL,One year,No,Mailed check,60.05,No,3,0,180.14999999999998,0.0
No,Yes,Yes,8,DSL,Month-to-month,No,Bank transfer (automatic),44.65,No,0,0,0.0,0.0
No,Yes,Yes,52,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),93.25,No,2,1,186.5,93.25
No,Yes,Yes,18,No,Month-to-month,Yes,Mailed check,20.25,No,0,0,0.0,0.0
No,Yes,Yes,59,No,Two year,No,Mailed check,25.45,No,0,0,0.0,0.0
No,No,No,60,No,Two year,No,Mailed check,20.6,No,0,0,0.0,0.0
No,No,No,7,Fiber optic,Month-to-month,Yes,Electronic check,94.1,No,0,2,0.0,188.2
No,Yes,Yes,59,DSL,One year,No,Mailed check,34.8,No,2,0,69.6,0.0
No,No,No,46,DSL,Two year,Yes,Bank transfer (automatic),60.75,No,3,2,182.25,121.5
No,No,No,5,DSL,Month-to-month,Yes,Electronic check,51.35,No,1,0,51.35,0.0
Yes,Yes,No,59,DSL,Two year,Yes,Credit card (automatic),64.05,No,3,2,192.14999999999998,128.1
No,Yes,No,70,DSL,Two year,Yes,Bank transfer (automatic),84.8,No,3,2,254.39999999999998,169.6
No,No,No,44,DSL,Month-to-month,Yes,Mailed check,50.15,No,0,0,0.0,0.0
No,Yes,No,64,Fiber optic,Two year,Yes,Credit card (automatic),94.6,No,2,1,189.2,94.6
No,Yes,Yes,58,DSL,Two year,No,Mailed check,59.75,No,3,2,179.25,119.5
Yes,Yes,No,46,Fiber optic,One year,No,Electronic check,100.25,No,1,2,100.25,200.5
Yes,Yes,No,58,Fiber optic,Month-to-month,Yes,Electronic check,98.9,No,1,2,98.9,197.8
No,Yes,No,72,Fiber optic,Two year,Yes,Credit card (automatic),97.7,No,1,2,97.7,195.4
Yes,No,No,11,DSL,Month-to-month,No,Bank transfer (automatic),60.25,No,2,0,120.5,0.0
Yes,No,No,34,DSL,Month-to-month,Yes,Electronic check,56.25,No,2,2,112.5,112.5
No,No,No,54,DSL,Two year,No,Bank transfer (automatic),46.2,No,2,1,92.4,46.2
No,Yes,Yes,72,No,Two year,No,Mailed check,24.9,No,0,0,0.0,0.0
No,Yes,Yes,54,DSL,Two year,No,Credit card (automatic),63.35,No,1,1,63.35,63.35
No,No,No,14,DSL,Month-to-month,No,Bank transfer (automatic),50.1,No,1,0,50.1,0.0
No,No,No,1,DSL,Month-to-month,No,Electronic check,50.15,No,1,0,50.15,0.0
No,No,No,56,DSL,One year,Yes,Bank transfer (automatic),64.65,No,3,0,193.95000000000002,0.0
No,Yes,No,68,DSL,Two year,Yes,Bank transfer (automatic),79.6,No,3,2,238.79999999999998,159.2
No,Yes,Yes,14,No,One year,Yes,Mailed check,19.5,No,0,0,0.0,0.0
No,Yes,Yes,68,Fiber optic,Two year,Yes,Electronic check,99.55,No,2,2,199.1,199.1
Yes,Yes,No,55,Fiber optic,Month-to-month,Yes,Electronic check,74.0,No,0,0,0.0,0.0
No,No,No,16,DSL,Month-to-month,Yes,Electronic check,38.9,No,1,1,38.9,38.9
Yes,No,No,9,Fiber optic,Month-to-month,Yes,Electronic check,79.55,No,0,1,0.0,79.55
No,No,No,53,DSL,Month-to-month,Yes,Bank transfer (automatic),46.3,No,2,1,92.6,46.3
No,Yes,No,70,Fiber optic,Two year,Yes,Credit card (automatic),99.35,No,3,1,298.04999999999995,99.35
Yes,Yes,Yes,14,Fiber optic,Month-to-month,Yes,Electronic check,95.8,No,0,2,0.0,191.6
No,Yes,No,10,Fiber optic,Month-to-month,Yes,Credit card (automatic),78.15,No,1,0,78.15,0.0
No,Yes,Yes,29,No,Two year,No,Mailed check,26.1,No,0,0,0.0,0.0
No,No,No,30,DSL,One year,Yes,Credit card (automatic),40.35,No,1,1,40.35,40.35
No,Yes,No,72,DSL,Two year,No,Credit card (automatic),79.2,No,4,1,316.8,79.2
No,No,No,10,No,Month-to-month,Yes,Mailed check,20.9,No,0,0,0.0,0.0
No,No,Yes,1,DSL,Month-to-month,No,Mailed check,49.9,No,1,0,49.9,0.0
No,No,No,20,DSL,Month-to-month,Yes,Credit card (automatic),68.9,No,2,1,137.8,68.9
No,No,No,1,No,Month-to-month,Yes,Mailed check,20.25,No,0,0,0.0,0.0
No,No,No,29,Fiber optic,Month-to-month,Yes,Credit card (automatic),76.0,No,0,0,0.0,0.0
No,No,No,1,Fiber optic,Month-to-month,No,Electronic check,74.0,No,1,0,74.0,0.0
No,No,No,3,Fiber optic,Month-to-month,Yes,Mailed check,82.3,No,2,0,164.6,0.0
No,No,No,20,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),89.4,No,2,1,178.8,89.4
No,No,Yes,64,Fiber optic,Month-to-month,Yes,Credit card (automatic),99.15,No,2,2,198.3,198.3
No,No,No,6,DSL,Month-to-month,No,Bank transfer (automatic),29.45,No,1,0,29.45,0.0
No,Yes,No,50,No,Two year,No,Electronic check,19.8,No,0,0,0.0,0.0
No,No,No,6,DSL,Month-to-month,Yes,Bank transfer (automatic),59.15,No,1,1,59.15,59.15
No,Yes,Yes,7,DSL,Month-to-month,No,Electronic check,44.75,No,0,0,0.0,0.0
No,Yes,Yes,72,Fiber optic,Two year,Yes,Credit card (automatic),90.8,No,1,1,90.8,90.8
No,Yes,No,8,DSL,Month-to-month,Yes,Bank transfer (automatic),49.55,No,1,0,49.55,0.0
No,Yes,Yes,67,Fiber optic,Two year,No,Credit card (automatic),106.7,No,2,2,213.4,213.4
No,Yes,No,72,Fiber optic,Two year,Yes,Credit card (automatic),94.45,No,2,1,188.9,94.45
No,Yes,Yes,33,No,One year,Yes,Bank transfer (automatic),19.45,No,0,0,0.0,0.0
No,Yes,No,70,DSL,Two year,No,Mailed check,67.95,No,3,1,203.85000000000002,67.95
No,No,No,22,DSL,One year,No,Bank transfer (automatic),65.25,No,2,1,130.5,65.25
No,No,No,59,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),99.45,No,3,1,298.35,99.45
No,No,No,36,No,One year,Yes,Credit card (automatic),20.35,No,0,0,0.0,0.0
No,Yes,Yes,51,No,Two year,No,Mailed check,19.95,No,0,0,0.0,0.0
No,Yes,No,53,DSL,One year,No,Bank transfer (automatic),77.4,No,3,1,232.20000000000002,77.4
No,Yes,Yes,20,No,One year,No,Bank transfer (automatic),19.7,No,0,0,0.0,0.0
No,Yes,No,63,Fiber optic,Two year,No,Credit card (automatic),99.7,No,2,2,199.4,199.4
No,No,No,40,Fiber optic,Month-to-month,No,Credit card (automatic),74.8,No,1,0,74.8,0.0
No,No,No,35,No,One year,Yes,Mailed check,19.15,No,0,0,0.0,0.0
No,Yes,Yes,26,Fiber optic,One year,No,Bank transfer (automatic),78.95,No,0,1,0.0,78.95
No,No,Yes,53,DSL,One year,No,Credit card (automatic),62.85,No,3,0,188.55,0.0
Yes,Yes,No,34,Fiber optic,Month-to-month,No,Credit card (automatic),71.55,No,0,0,0.0,0.0
Yes,Yes,No,19,Fiber optic,Month-to-month,Yes,Electronic check,94.95,No,0,2,0.0,189.9
No,Yes,No,43,Fiber optic,Month-to-month,Yes,Credit card (automatic),86.1,No,3,0,258.29999999999995,0.0
No,Yes,Yes,6,No,Month-to-month,No,Mailed check,19.55,No,0,0,0.0,0.0
No,No,Yes,56,No,Two year,Yes,Mailed check,24.8,No,0,0,0.0,0.0
No,Yes,Yes,34,Fiber optic,Month-to-month,Yes,Mailed check,84.05,No,1,1,84.05,84.05
No,No,No,10,DSL,Month-to-month,No,Electronic check,36.25,No,2,0,72.5,0.0
No,No,No,56,Fiber optic,Month-to-month,No,Electronic check,98.6,No,1,2,98.6,197.2
No,Yes,No,55,Fiber optic,Month-to-month,Yes,Credit card (automatic),103.65,No,2,2,207.3,207.3
No,Yes,Yes,36,DSL,Two year,Yes,Credit card (automatic),92.9,No,4,2,371.6,185.8
No,Yes,No,47,No,One year,No,Bank transfer (automatic),19.9,No,0,0,0.0,0.0
No,Yes,Yes,12,No,Month-to-month,Yes,Credit card (automatic),20.1,No,0,0,0.0,0.0
Yes,No,No,24,Fiber optic,Month-to-month,Yes,Electronic check,80.5,No,1,0,80.5,0.0
Yes,No,No,35,DSL,Month-to-month,Yes,Electronic check,39.85,No,1,1,39.85,39.85
No,No,No,67,DSL,One year,No,Credit card (automatic),60.5,No,3,0,181.5,0.0
No,No,No,21,Fiber optic,Month-to-month,No,Mailed check,103.85,No,2,2,207.7,207.7
No,No,No,13,DSL,Month-to-month,No,Bank transfer (automatic),67.8,No,3,1,203.39999999999998,67.8
Yes,Yes,No,71,No,Two year,No,Bank transfer (automatic),24.85,No,0,0,0.0,0.0
No,No,No,29,No,Month-to-month,No,Credit card (automatic),19.35,No,0,0,0.0,0.0
Yes,Yes,No,7,Fiber optic,Month-to-month,Yes,Electronic check,89.0,No,0,2,0.0,178.0
Yes,No,No,57,DSL,Month-to-month,Yes,Electronic check,55.0,No,2,2,110.0,110.0
No,Yes,No,65,DSL,Two year,No,Bank transfer (automatic),76.15,No,3,1,228.45000000000002,76.15
No,No,No,27,No,One year,No,Mailed check,20.3,No,0,0,0.0,0.0
Yes,No,No,72,Fiber optic,Two year,Yes,Credit card (automatic),117.35,No,4,2,469.4,234.7
No,No,No,1,No,Month-to-month,Yes,Mailed check,19.75,No,0,0,0.0,0.0
No,No,No,11,DSL,Month-to-month,No,Credit card (automatic),45.2,No,0,0,0.0,0.0
No,Yes,Yes,39,No,Two year,No,Mailed check,25.2,No,0,0,0.0,0.0
Yes,No,No,59,Fiber optic,Month-to-month,Yes,Electronic check,89.75,No,3,0,269.25,0.0
No,No,No,26,DSL,One year,No,Bank transfer (automatic),75.0,No,2,2,150.0,150.0
Yes,No,No,2,DSL,Month-to-month,No,Mailed check,49.95,No,1,0,49.95,0.0
No,Yes,Yes,72,DSL,Two year,No,Bank transfer (automatic),65.7,No,4,2,262.8,131.4
No,Yes,No,65,DSL,One year,No,Credit card (automatic),67.05,No,3,0,201.14999999999998,0.0
No,Yes,Yes,72,Fiber optic,Two year,No,Credit card (automatic),110.9,No,3,2,332.70000000000005,221.8
No,No,No,6,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),87.95,No,1,1,87.95,87.95
Yes,No,No,32,No,One year,No,Credit card (automatic),19.8,No,0,0,0.0,0.0
No,Yes,No,50,DSL,One year,No,Bank transfer (automatic),75.7,No,1,2,75.7,151.4
No,Yes,No,61,DSL,Two year,Yes,Mailed check,62.15,No,3,2,186.45,124.3
No,Yes,No,72,Fiber optic,Two year,No,Bank transfer (automatic),115.15,No,4,2,460.6,230.3
No,No,No,1,No,Month-to-month,No,Mailed check,19.5,No,0,0,0.0,0.0
No,No,No,12,Fiber optic,Month-to-month,Yes,Electronic check,86.55,No,0,1,0.0,86.55
No,Yes,Yes,61,No,One year,No,Mailed check,20.4,No,0,0,0.0,0.0
No,Yes,Yes,18,No,One year,No,Bank transfer (automatic),19.8,No,0,0,0.0,0.0
No,No,Yes,21,DSL,Month-to-month,No,Mailed check,45.65,No,0,0,0.0,0.0
No,Yes,Yes,68,DSL,Two year,Yes,Mailed check,56.4,No,4,1,225.6,56.4
Yes,No,No,12,Fiber optic,Month-to-month,Yes,Credit card (automatic),73.3,No,0,0,0.0,0.0
No,Yes,No,62,Fiber optic,Month-to-month,Yes,Electronic check,101.35,No,1,2,101.35,202.7
No,No,Yes,1,DSL,Month-to-month,No,Mailed check,33.6,No,2,0,67.2,0.0
No,No,No,1,No,Month-to-month,No,Electronic check,20.7,No,0,0,0.0,0.0
No,No,Yes,62,Fiber optic,Two year,Yes,Electronic check,104.05,No,2,2,208.1,208.1
No,Yes,Yes,36,No,Two year,No,Bank transfer (automatic),20.25,No,0,0,0.0,0.0
No,Yes,Yes,69,DSL,One year,No,Credit card (automatic),73.7,No,3,1,221.10000000000002,73.7
No,Yes,No,63,Fiber optic,Month-to-month,Yes,Electronic check,108.75,No,3,2,326.25,217.5
No,No,No,23,No,One year,No,Bank transfer (automatic),20.15,No,0,0,0.0,0.0
No,No,No,10,No,Month-to-month,No,Credit card (automatic),19.75,No,0,0,0.0,0.0
No,Yes,No,71,No,Two year,Yes,Credit card (automatic),25.95,No,0,0,0.0,0.0
Yes,No,No,45,DSL,Month-to-month,Yes,Electronic check,70.05,No,2,1,140.1,70.05
No,Yes,Yes,70,No,Two year,No,Mailed check,24.05,No,0,0,0.0,0.0
No,No,Yes,22,Fiber optic,Month-to-month,Yes,Electronic check,84.75,No,0,1,0.0,84.75
No,Yes,Yes,52,No,Two year,No,Mailed check,23.05,No,0,0,0.0,0.0
No,No,No,65,DSL,Two year,No,Credit card (automatic),59.95,No,3,2,179.85000000000002,119.9
No,Yes,Yes,72,No,Two year,No,Bank transfer (automatic),19.55,No,0,0,0.0,0.0
No,Yes,No,10,No,One year,No,Bank transfer (automatic),19.6,No,0,0,0.0,0.0
No,No,Yes,7,No,One year,No,Mailed check,20.05,No,0,0,0.0,0.0
Yes,No,No,5,Fiber optic,Month-to-month,Yes,Electronic check,85.55,No,1,1,85.55,85.55
No,Yes,Yes,24,DSL,Two year,No,Credit card (automatic),78.6,No,2,2,157.2,157.2
No,Yes,Yes,72,Fiber optic,Two year,Yes,Credit card (automatic),116.8,No,4,2,467.2,233.6
No,No,No,21,DSL,Month-to-month,Yes,Mailed check,43.55,No,2,1,87.1,43.55
No,Yes,No,69,DSL,One year,Yes,Credit card (automatic),60.8,No,3,2,182.39999999999998,121.6
No,Yes,Yes,44,DSL,Month-to-month,Yes,Bank transfer (automatic),54.9,No,2,0,109.8,0.0
Yes,Yes,Yes,61,DSL,One year,Yes,Electronic check,65.2,No,1,1,65.2,65.2
