AdditionalInternetServicesCount,Churn,Contract,Dependents,InternetService,MC_x_Additional,MC_x_Streaming,MonthlyCharges,PaperlessBilling,Partner,PaymentMethod_bin_3,SeniorCitizenRelevel,StreamingServicesCount,tenure
1.0,No,Month-to-month,No,Fiber optic,88.05,88.05,88.05,Yes,Yes,Electronic check,No,1.0,9
0.0,No,Two year,No,No,0.0,0.0,20.1,No,No,Mailed check,No,0.0,54
3.0,No,Two year,Yes,Fiber optic,330.9,220.6,110.3,No,Yes,Automatic,No,2.0,64
1.0,No,One year,No,Fiber optic,85.15,85.15,85.15,Yes,No,Automatic,No,1.0,12
3.0,No,One year,No,DSL,182.85000000000002,0.0,60.95,Yes,Yes,Automatic,Yes,0.0,67
2.0,No,Two year,No,DSL,147.1,73.55,73.55,No,No,Mailed check,No,1.0,45
0.0,No,Month-to-month,No,DSL,0.0,0.0,46.0,No,No,Mailed check,No,0.0,10
2.0,No,Month-to-month,No,DSL,117.1,0.0,58.55,Yes,No,Automatic,Yes,0.0,29
0.0,No,One year,No,No,0.0,0.0,24.6,No,No,Automatic,No,0.0,24
0.0,No,Two year,Yes,No,0.0,0.0,19.75,Yes,Yes,Mailed check,No,0.0,66
1.0,No,One year,No,Fiber optic,86.35,86.35,86.35,No,No,Mailed check,No,1.0,51
0.0,No,Two year,No,No,0.0,0.0,25.5,No,Yes,Mailed check,No,0.0,45
0.0,No,One year,No,No,0.0,0.0,19.0,No,Yes,Automatic,No,0.0,49
0.0,No,Two year,No,No,0.0,0.0,19.55,Yes,Yes,Mailed check,No,0.0,29
3.0,No,Month-to-month,Yes,Fiber optic,330.29999999999995,220.2,110.1,Yes,Yes,Automatic,No,2.0,40
0.0,No,Month-to-month,No,Fiber optic,0.0,0.0,69.75,No,No,Electronic check,No,0.0,25
1.0,No,Month-to-month,No,DSL,50.6,101.2,50.6,Yes,No,Electronic check,No,2.0,22
4.0,No,Two year,No,DSL,262.4,131.2,65.6,Yes,No,Automatic,No,2.0,72
3.0,No,Two year,Yes,DSL,246.29999999999998,164.2,82.1,No,Yes,Automatic,No,2.0,33
2.0,No,Month-to-month,No,Fiber optic,158.2,0.0,79.1,Yes,No,Mailed check,No,0.0,23
4.0,No,Two year,No,DSL,362.6,181.3,90.65,No,No,Mailed check,No,2.0,69
0.0,No,One year,Yes,No,0.0,0.0,20.55,Yes,No,Automatic,No,0.0,3
2.0,No,One year,No,DSL,151.5,151.5,75.75,Yes,No,Automatic,No,2.0,56
3.0,No,One year,No,Fiber optic,330.0,220.0,110.0,Yes,No,Automatic,No,2.0,65
0.0,No,One year,No,No,0.0,0.0,20.85,No,Yes,Electronic check,No,0.0,71
1.0,No,Month-to-month,No,Fiber optic,80.35,0.0,80.35,Yes,No,Automatic,Yes,0.0,14
0.0,No,Month-to-month,No,Fiber optic,0.0,0.0,70.15,Yes,No,Electronic check,No,0.0,2
2.0,No,Month-to-month,No,DSL,134.9,67.45,67.45,No,No,Electronic check,No,1.0,40
0.0,No,Month-to-month,No,No,0.0,0.0,20.75,No,No,Automatic,No,0.0,1
0.0,No,Month-to-month,No,Fiber optic,0.0,0.0,69.9,Yes,No,Mailed check,No,0.0,7
0.0,No,Month-to-month,No,DSL,0.0,0.0,51.1,Yes,Yes,Electronic check,No,0.0,15
0.0,No,Two year,No,No,0.0,0.0,25.55,No,No,Automatic,No,0.0,71
2.0,No,Two year,Yes,DSL,120.0,0.0,60.0,No,Yes,Automatic,No,0.0,54
3.0,No,Month-to-month,No,Fiber optic,271.65,0.0,90.55,Yes,Yes,Automatic,No,0.0,31
1.0,No,Month-to-month,No,Fiber optic,76.4,0.0,76.4,No,No,Electronic check,No,0.0,11
1.0,No,Month-to-month,No,Fiber optic,84.95,84.95,84.95,Yes,No,Electronic check,Yes,1.0,18
3.0,No,Two year,No,Fiber optic,330.29999999999995,220.2,110.1,Yes,No,Automatic,Yes,2.0,72
1.0,No,Month-to-month,No,Fiber optic,99.65,199.3,99.65,Yes,No,Automatic,Yes,2.0,71
2.0,No,Month-to-month,No,DSL,90.8,45.4,45.4,No,No,Automatic,Yes,1.0,5
2.0,No,One year,No,DSL,138.0,69.0,69.0,No,Yes,Automatic,No,1.0,38
1.0,No,Month-to-month,Yes,DSL,48.65,0.0,48.65,Yes,No,Automatic,No,0.0,5
2.0,No,Two year,No,DSL,119.7,0.0,59.85,No,No,Automatic,Yes,0.0,52
2.0,No,Two year,No,DSL,161.3,161.3,80.65,Yes,No,Electronic check,No,2.0,68
0.0,No,One year,Yes,No,0.0,0.0,20.55,Yes,Yes,Automatic,No,0.0,69
3.0,No,Month-to-month,No,DSL,199.20000000000002,0.0,66.4,Yes,Yes,Automatic,No,0.0,42
2.0,No,Two year,No,Fiber optic,200.4,200.4,100.2,Yes,No,Mailed check,No,2.0,50
0.0,No,Month-to-month,No,DSL,0.0,0.0,44.55,Yes,Yes,Automatic,No,0.0,33
0.0,No,Month-to-month,No,No,0.0,0.0,20.35,No,No,Mailed check,No,0.0,7
3.0,No,Month-to-month,Yes,Fiber optic,275.4,0.0,91.8,Yes,Yes,Electronic check,No,0.0,64
0.0,No,Two year,No,No,0.0,0.0,20.2,Yes,No,Automatic,No,0.0,59
0.0,No,Month-to-month,No,DSL,0.0,0.0,50.35,No,Yes,Electronic check,No,0.0,6
0.0,No,Month-to-month,No,No,0.0,0.0,18.8,No,No,Mailed check,No,0.0,3
0.0,No,Month-to-month,No,No,0.0,0.0,20.45,No,Yes,Automatic,No,0.0,15
0.0,No,One year,Yes,DSL,0.0,129.5,64.75,Yes,Yes,Electronic check,No,2.0,13
1.0,No,Month-to-month,No,Fiber optic,98.7,197.4,98.7,Yes,No,Automatic,No,2.0,23
1.0,No,Month-to-month,No,Fiber optic,89.45,89.45,89.45,No,Yes,Electronic check,Yes,1.0,31
3.0,No,One year,No,DSL,176.25,0.0,58.75,Yes,No,Electronic check,No,0.0,29
0.0,No,One year,No,No,0.0,0.0,20.7,No,Yes,Automatic,No,0.0,49
0.0,No,Month-to-month,No,Fiber optic,0.0,85.6,85.6,Yes,Yes,Automatic,No,1.0,56
4.0,No,Two year,No,DSL,321.2,80.3,80.3,Yes,No,Automatic,No,1.0,63
2.0,No,Two year,No,DSL,159.6,159.6,79.8,No,Yes,Automatic,No,2.0,63
1.0,No,Month-to-month,Yes,Fiber optic,79.85,0.0,79.85,Yes,Yes,Electronic check,Yes,0.0,24
2.0,No,One year,No,DSL,108.2,0.0,54.1,No,Yes,Automatic,Yes,0.0,36
3.0,No,One year,No,DSL,242.70000000000002,161.8,80.9,No,Yes,Mailed check,No,2.0,21
0.0,No,One year,Yes,No,0.0,0.0,24.5,No,Yes,Automatic,No,0.0,13
0.0,No,Month-to-month,Yes,No,0.0,0.0,20.15,Yes,Yes,Automatic,No,0.0,1
0.0,No,One year,Yes,No,0.0,0.0,20.05,No,Yes,Mailed check,No,0.0,25
0.0,No,Two year,Yes,No,0.0,0.0,19.6,Yes,Yes,Automatic,No,0.0,71
4.0,No,One year,No,Fiber optic,457.2,228.6,114.3,Yes,No,Automatic,No,2.0,66
2.0,No,One year,No,Fiber optic,200.6,200.6,100.3,Yes,No,Electronic check,No,2.0,45
0.0,No,Month-to-month,No,Fiber optic,0.0,80.0,80.0,Yes,Yes,Automatic,No,1.0,22
0.0,No,One year,No,No,0.0,0.0,20.85,Yes,Yes,Automatic,No,0.0,67
1.0,No,Two year,No,Fiber optic,89.95,89.95,89.95,Yes,Yes,Automatic,No,1.0,68
0.0,No,Two year,Yes,No,0.0,0.0,20.0,No,Yes,Mailed check,No,0.0,0
0.0,No,Month-to-month,No,DSL,0.0,0.0,48.75,No,No,Mailed check,Yes,0.0,4
4.0,No,One year,No,DSL,320.0,80.0,80.0,No,Yes,Automatic,No,1.0,63
0.0,No,One year,No,No,0.0,0.0,20.35,Yes,No,Mailed check,No,0.0,21
0.0,No,Month-to-month,Yes,No,0.0,0.0,20.25,Yes,No,Mailed check,No,0.0,1
0.0,No,Two year,No,No,0.0,0.0,19.4,No,No,Mailed check,No,0.0,17
1.0,No,Month-to-month,No,Fiber optic,100.4,200.8,100.4,Yes,No,Automatic,No,2.0,30
3.0,No,Month-to-month,Yes,DSL,173.85000000000002,0.0,57.95,Yes,Yes,Mailed check,No,0.0,22
1.0,No,Month-to-month,No,DSL,59.5,59.5,59.5,Yes,No,Automatic,No,1.0,9
0.0,No,Month-to-month,Yes,No,0.0,0.0,19.2,No,Yes,Mailed check,No,0.0,1
2.0,No,Month-to-month,No,DSL,119.1,0.0,59.55,No,No,Electronic check,No,0.0,19
4.0,No,Two year,No,Fiber optic,415.8,103.95,103.95,Yes,Yes,Automatic,No,1.0,72
2.0,No,Two year,Yes,DSL,137.9,68.95,68.95,No,Yes,Automatic,No,1.0,70
4.0,No,Month-to-month,No,Fiber optic,412.4,103.1,103.1,Yes,No,Automatic,No,1.0,66
0.0,No,Month-to-month,Yes,DSL,0.0,0.0,24.7,Yes,Yes,Electronic check,No,0.0,7
3.0,No,Month-to-month,Yes,Fiber optic,330.6,220.4,110.2,Yes,Yes,Electronic check,Yes,2.0,46
2.0,No,Month-to-month,Yes,DSL,124.9,0.0,62.45,No,Yes,Automatic,No,0.0,32
2.0,No,Month-to-month,No,Fiber optic,179.1,89.55,89.55,Yes,No,Electronic check,No,1.0,24
4.0,No,Month-to-month,No,DSL,315.6,78.9,78.9,Yes,No,Automatic,No,1.0,37
0.0,No,Month-to-month,Yes,No,0.0,0.0,20.35,No,No,Mailed check,No,0.0,8
2.0,No,Two year,Yes,DSL,142.9,71.45,71.45,Yes,Yes,Automatic,No,1.0,72
4.0,No,Two year,No,DSL,185.4,0.0,46.35,No,Yes,Automatic,Yes,0.0,71
1.0,No,Month-to-month,No,Fiber optic,94.65,189.3,94.65,Yes,Yes,Automatic,No,2.0,16
3.0,No,Month-to-month,No,DSL,149.7,49.9,49.9,Yes,Yes,Automatic,No,1.0,57
0.0,No,One year,No,No,0.0,0.0,25.45,No,No,Automatic,No,0.0,66
0.0,No,Month-to-month,Yes,No,0.0,0.0,20.75,No,No,Mailed check,No,0.0,21
3.0,No,Two year,No,DSL,198.29999999999998,0.0,66.1,Yes,Yes,Automatic,No,0.0,66
1.0,No,Month-to-month,No,DSL,75.4,150.8,75.4,Yes,Yes,Automatic,No,2.0,17
0.0,No,Month-to-month,Yes,No,0.0,0.0,21.05,No,Yes,Automatic,No,0.0,8
3.0,No,One year,No,DSL,208.04999999999998,69.35,69.35,No,No,Automatic,No,1.0,27
1.0,No,Month-to-month,No,Fiber optic,88.85,88.85,88.85,No,Yes,Mailed check,No,1.0,34
1.0,No,One year,No,Fiber optic,97.0,194.0,97.0,Yes,No,Automatic,No,2.0,30
2.0,No,Month-to-month,No,DSL,132.8,66.4,66.4,Yes,No,Automatic,No,1.0,33
2.0,No,Month-to-month,Yes,DSL,138.4,69.2,69.2,No,Yes,Mailed check,No,1.0,14
1.0,No,One year,Yes,Fiber optic,79.5,0.0,79.5,Yes,No,Automatic,No,0.0,16
2.0,No,Two year,No,Fiber optic,201.3,201.3,100.65,No,No,Automatic,No,2.0,49
4.0,No,Two year,Yes,DSL,318.8,79.7,79.7,No,Yes,Automatic,No,1.0,70
3.0,No,Month-to-month,Yes,DSL,184.2,0.0,61.4,No,Yes,Automatic,No,0.0,32
0.0,No,Month-to-month,No,Fiber optic,0.0,0.0,69.8,Yes,No,Electronic check,No,0.0,18
3.0,No,Two year,No,DSL,121.64999999999999,0.0,40.55,Yes,No,Mailed check,No,0.0,37
0.0,No,Month-to-month,No,Fiber optic,0.0,0.0,75.65,Yes,No,Electronic check,No,0.0,4
3.0,No,Month-to-month,No,Fiber optic,272.1,0.0,90.7,No,Yes,Electronic check,No,0.0,16
1.0,No,Month-to-month,No,Fiber optic,80.5,0.0,80.5,Yes,Yes,Automatic,No,0.0,17
3.0,No,Month-to-month,Yes,DSL,181.8,0.0,60.6,Yes,No,Electronic check,No,0.0,19
1.0,No,Two year,No,Fiber optic,101.15,202.3,101.15,No,Yes,Automatic,No,2.0,60
0.0,No,Two year,Yes,No,0.0,0.0,24.95,Yes,Yes,Mailed check,No,0.0,51
0.0,No,Two year,Yes,No,0.0,0.0,20.3,Yes,Yes,Automatic,No,0.0,28
1.0,No,Two year,No,DSL,60.0,60.0,60.0,Yes,No,Electronic check,No,1.0,43
0.0,No,Two year,No,No,0.0,0.0,20.25,No,Yes,Electronic check,No,0.0,42
0.0,No,Month-to-month,No,DSL,0.0,0.0,44.75,No,No,Mailed check,No,0.0,1
3.0,No,Two year,No,Fiber optic,294.0,98.0,98.0,No,No,Automatic,No,1.0,63
3.0,No,Month-to-month,No,Fiber optic,323.1,215.4,107.7,Yes,Yes,Electronic check,No,2.0,68
2.0,No,Two year,No,Fiber optic,209.4,209.4,104.7,No,No,Electronic check,No,2.0,60
0.0,No,Month-to-month,No,Fiber optic,0.0,187.8,93.9,Yes,No,Automatic,Yes,2.0,45
4.0,No,Two year,No,DSL,345.8,172.9,86.45,No,Yes,Automatic,No,2.0,70
0.0,No,Month-to-month,No,No,0.0,0.0,19.4,No,No,Mailed check,No,0.0,4
0.0,No,Two year,No,No,0.0,0.0,24.95,Yes,Yes,Automatic,No,0.0,68
1.0,No,Month-to-month,Yes,Fiber optic,75.0,0.0,75.0,No,Yes,Automatic,No,0.0,22
2.0,No,Month-to-month,No,Fiber optic,156.4,0.0,78.2,No,Yes,Electronic check,No,0.0,18
1.0,No,Month-to-month,No,Fiber optic,94.2,188.4,94.2,Yes,No,Electronic check,No,2.0,29
1.0,No,One year,No,DSL,50.05,100.1,50.05,Yes,No,Electronic check,No,2.0,31
2.0,No,One year,No,DSL,139.1,69.55,69.55,Yes,Yes,Mailed check,No,1.0,48
4.0,No,One year,No,Fiber optic,360.4,0.0,90.1,Yes,No,Automatic,No,0.0,50
0.0,No,Month-to-month,No,DSL,0.0,0.0,44.65,Yes,No,Automatic,No,0.0,7
2.0,No,Two year,Yes,Fiber optic,160.7,0.0,80.35,No,Yes,Automatic,No,0.0,68
1.0,No,Month-to-month,No,Fiber optic,98.1,196.2,98.1,Yes,Yes,Automatic,Yes,2.0,26
2.0,No,Two year,No,DSL,106.7,106.7,53.35,No,No,Automatic,No,2.0,57
0.0,No,Month-to-month,No,No,0.0,0.0,19.55,No,No,Electronic check,No,0.0,3
1.0,No,One year,Yes,DSL,48.95,0.0,48.95,Yes,Yes,Automatic,No,0.0,19
0.0,No,Month-to-month,No,DSL,0.0,54.2,54.2,Yes,No,Electronic check,No,1.0,3
0.0,No,Two year,No,No,0.0,0.0,24.45,No,No,Electronic check,No,0.0,59
1.0,No,Month-to-month,No,DSL,40.15,40.15,40.15,Yes,Yes,Automatic,No,1.0,42
0.0,No,Two year,No,No,0.0,0.0,25.6,No,Yes,Automatic,No,0.0,67
0.0,No,Month-to-month,No,Fiber optic,0.0,0.0,70.35,Yes,No,Electronic check,No,0.0,1
4.0,No,Two year,No,DSL,366.8,183.4,91.7,No,Yes,Automatic,No,2.0,66
1.0,No,Month-to-month,No,Fiber optic,89.2,89.2,89.2,No,No,Mailed check,No,1.0,61
0.0,No,One year,Yes,No,0.0,0.0,24.1,No,Yes,Automatic,No,0.0,4
1.0,No,One year,Yes,DSL,53.85,0.0,53.85,Yes,Yes,Automatic,No,0.0,64
4.0,No,One year,No,Fiber optic,462.4,231.2,115.6,Yes,Yes,Automatic,Yes,2.0,54
0.0,No,Month-to-month,No,No,0.0,0.0,19.75,Yes,No,Automatic,No,0.0,1
0.0,No,Two year,Yes,No,0.0,0.0,24.05,Yes,Yes,Automatic,No,0.0,54
0.0,No,Two year,Yes,No,0.0,0.0,25.3,No,No,Automatic,No,0.0,18
1.0,No,Month-to-month,No,Fiber optic,84.3,84.3,84.3,No,No,Electronic check,No,1.0,3
4.0,No,Two year,Yes,DSL,359.0,179.5,89.75,No,Yes,Automatic,No,2.0,72
2.0,No,One year,No,Fiber optic,195.9,195.9,97.95,Yes,Yes,Electronic check,Yes,2.0,60
0.0,No,One year,Yes,No,0.0,0.0,20.0,Yes,Yes,Mailed check,No,0.0,11
3.0,No,One year,Yes,Fiber optic,311.70000000000005,207.8,103.9,No,Yes,Automatic,No,2.0,61
0.0,No,Two year,No,No,0.0,0.0,20.7,No,No,Automatic,No,0.0,39
0.0,No,One year,No,No,0.0,0.0,20.15,No,No,Automatic,No,0.0,37
0.0,No,Two year,No,No,0.0,0.0,26.0,Yes,Yes,Mailed check,No,0.0,72
3.0,No,Two year,No,DSL,232.04999999999998,77.35,77.35,No,Yes,Automatic,Yes,1.0,72
2.0,No,Month-to-month,No,DSL,132.1,66.05,66.05,No,No,Automatic,No,1.0,8
0.0,No,Month-to-month,Yes,No,0.0,0.0,19.9,No,Yes,Mailed check,No,0.0,22
2.0,No,Month-to-month,No,DSL,136.3,68.15,68.15,No,No,Automatic,No,1.0,38
3.0,No,One year,Yes,DSL,242.54999999999998,161.7,80.85,No,No,Electronic check,No,2.0,17
3.0,No,Two year,No,DSL,226.5,75.5,75.5,Yes,No,Automatic,Yes,1.0,70
0.0,No,Month-to-month,No,Fiber optic,0.0,80.6,80.6,Yes,No,Electronic check,No,1.0,28
1.0,No,Month-to-month,No,Fiber optic,83.2,83.2,83.2,Yes,No,Automatic,No,1.0,15
4.0,No,Two year,Yes,DSL,350.2,175.1,87.55,Yes,Yes,Automatic,No,2.0,72
3.0,No,One year,No,Fiber optic,328.20000000000005,218.8,109.4,Yes,Yes,Automatic,No,2.0,57
2.0,No,Month-to-month,No,DSL,91.1,45.55,45.55,No,Yes,Electronic check,No,1.0,46
0.0,No,One year,No,No,0.0,0.0,20.7,No,Yes,Automatic,No,0.0,30
1.0,No,Month-to-month,No,Fiber optic,75.3,0.0,75.3,No,Yes,Electronic check,Yes,0.0,10
3.0,No,Month-to-month,No,Fiber optic,280.20000000000005,93.4,93.4,Yes,No,Automatic,No,1.0,32
1.0,No,Month-to-month,No,Fiber optic,73.75,0.0,73.75,Yes,No,Automatic,No,0.0,13
2.0,No,Month-to-month,No,Fiber optic,176.3,88.15,88.15,Yes,No,Automatic,No,1.0,44
1.0,No,Month-to-month,No,DSL,49.2,0.0,49.2,No,No,Mailed check,Yes,0.0,9
0.0,No,Two year,No,No,0.0,0.0,19.65,No,Yes,Mailed check,No,0.0,67
2.0,No,Two year,No,Fiber optic,210.3,210.3,105.15,Yes,Yes,Automatic,No,2.0,71
1.0,No,Month-to-month,No,DSL,49.0,0.0,49.0,No,No,Automatic,No,0.0,1
1.0,No,Month-to-month,No,DSL,49.8,99.6,49.8,Yes,Yes,Mailed check,No,2.0,17
0.0,No,Month-to-month,No,No,0.0,0.0,20.95,No,No,Automatic,No,0.0,1
1.0,No,Month-to-month,No,Fiber optic,79.3,0.0,79.3,No,Yes,Mailed check,Yes,0.0,32
0.0,No,One year,Yes,No,0.0,0.0,19.5,No,Yes,Automatic,No,0.0,41
0.0,No,Month-to-month,No,DSL,0.0,0.0,44.15,No,No,Automatic,No,0.0,1
2.0,No,Month-to-month,Yes,Fiber optic,211.0,211.0,105.5,Yes,Yes,Electronic check,No,2.0,62
3.0,No,Month-to-month,Yes,Fiber optic,278.1,0.0,92.7,Yes,No,Automatic,No,0.0,17
0.0,No,Two year,Yes,No,0.0,0.0,26.25,Yes,Yes,Automatic,No,0.0,72
2.0,No,Month-to-month,Yes,Fiber optic,193.9,96.95,96.95,Yes,Yes,Automatic,No,1.0,56
0.0,No,Month-to-month,No,No,0.0,0.0,20.45,Yes,No,Automatic,No,0.0,9
4.0,No,Two year,No,Fiber optic,463.2,231.6,115.8,Yes,Yes,Automatic,No,2.0,72
4.0,No,Month-to-month,No,Fiber optic,432.8,216.4,108.2,Yes,No,Automatic,No,2.0,20
0.0,No,Two year,Yes,No,0.0,0.0,20.2,No,Yes,Mailed check,No,0.0,19
2.0,No,One year,No,DSL,109.8,109.8,54.9,No,No,Automatic,No,2.0,53
0.0,No,Month-to-month,No,No,0.0,0.0,20.15,No,No,Automatic,No,0.0,6
1.0,No,One year,Yes,Fiber optic,90.35,90.35,90.35,Yes,Yes,Electronic check,No,1.0,9
1.0,No,Month-to-month,Yes,DSL,55.75,0.0,55.75,No,Yes,Electronic check,No,0.0,8
4.0,No,Two year,Yes,Fiber optic,458.4,229.2,114.6,No,Yes,Automatic,No,2.0,71
4.0,No,One year,No,DSL,267.2,133.6,66.8,No,Yes,Automatic,No,2.0,71
2.0,No,One year,No,Fiber optic,200.6,200.6,100.3,Yes,Yes,Electronic check,No,2.0,68
2.0,No,Month-to-month,No,Fiber optic,210.7,210.7,105.35,Yes,No,Electronic check,No,2.0,34
3.0,No,One year,No,Fiber optic,255.60000000000002,0.0,85.2,Yes,No,Electronic check,No,0.0,26
0.0,No,Month-to-month,No,No,0.0,0.0,18.95,Yes,No,Mailed check,No,0.0,7
0.0,No,Month-to-month,No,Fiber optic,0.0,0.0,69.8,Yes,Yes,Automatic,No,0.0,20
2.0,No,Month-to-month,No,Fiber optic,212.3,212.3,106.15,Yes,Yes,Electronic check,No,2.0,60
0.0,No,Two year,Yes,No,0.0,0.0,20.55,No,Yes,Electronic check,No,0.0,72
2.0,No,One year,No,Fiber optic,211.5,211.5,105.75,Yes,Yes,Automatic,Yes,2.0,72
0.0,No,Month-to-month,No,No,0.0,0.0,25.25,No,No,Mailed check,No,0.0,4
0.0,No,Month-to-month,Yes,No,0.0,0.0,19.75,No,Yes,Electronic check,No,0.0,16
2.0,No,One year,No,Fiber optic,209.7,209.7,104.85,Yes,Yes,Electronic check,Yes,2.0,62
1.0,No,Month-to-month,No,DSL,60.95,60.95,60.95,Yes,No,Mailed check,No,1.0,10
1.0,No,Month-to-month,No,Fiber optic,81.15,0.0,81.15,Yes,No,Electronic check,No,0.0,31
0.0,No,Two year,No,No,0.0,0.0,19.1,No,Yes,Automatic,No,0.0,71
0.0,No,Two year,No,No,0.0,0.0,20.8,No,No,Mailed check,No,0.0,58
4.0,No,Two year,Yes,DSL,360.6,180.3,90.15,Yes,Yes,Automatic,No,2.0,70
4.0,No,Two year,No,DSL,360.4,180.2,90.1,No,Yes,Electronic check,No,2.0,71
3.0,No,Two year,No,DSL,222.29999999999998,74.1,74.1,No,No,Automatic,Yes,1.0,69
4.0,No,Two year,Yes,Fiber optic,475.0,237.5,118.75,Yes,Yes,Automatic,No,2.0,72
1.0,No,Month-to-month,No,Fiber optic,85.9,85.9,85.9,No,Yes,Automatic,No,1.0,26
2.0,No,Month-to-month,No,Fiber optic,190.0,95.0,95.0,Yes,Yes,Automatic,No,1.0,33
0.0,No,Two year,Yes,No,0.0,0.0,20.15,No,Yes,Mailed check,No,0.0,10
3.0,No,Two year,No,Fiber optic,303.9,101.3,101.3,No,No,Automatic,Yes,1.0,57
0.0,No,Month-to-month,No,No,0.0,0.0,21.2,Yes,No,Electronic check,No,0.0,10
0.0,No,One year,Yes,No,0.0,0.0,24.2,Yes,Yes,Mailed check,No,0.0,39
0.0,No,Month-to-month,No,No,0.0,0.0,20.3,No,No,Automatic,No,0.0,11
3.0,No,Two year,Yes,DSL,255.89999999999998,170.6,85.3,No,Yes,Automatic,No,2.0,68
1.0,No,One year,No,Fiber optic,89.6,89.6,89.6,Yes,No,Automatic,No,1.0,18
1.0,No,Month-to-month,No,DSL,56.25,0.0,56.25,No,No,Mailed check,No,0.0,18
1.0,No,One year,Yes,DSL,50.95,0.0,50.95,Yes,Yes,Automatic,No,0.0,52
4.0,No,Two year,Yes,Fiber optic,463.4,231.7,115.85,No,Yes,Mailed check,No,2.0,56
2.0,No,Month-to-month,No,Fiber optic,207.3,207.3,103.65,Yes,No,Automatic,No,2.0,45
0.0,No,Two year,No,No,0.0,0.0,26.1,Yes,No,Mailed check,No,0.0,67
2.0,No,Month-to-month,No,DSL,70.2,0.0,35.1,No,Yes,Mailed check,No,0.0,3
2.0,No,Month-to-month,No,Fiber optic,198.2,198.2,99.1,Yes,No,Automatic,Yes,2.0,65
2.0,No,Two year,No,DSL,134.5,67.25,67.25,No,Yes,Mailed check,No,1.0,63
0.0,No,Two year,Yes,No,0.0,0.0,25.0,No,Yes,Mailed check,No,0.0,11
1.0,No,Month-to-month,Yes,DSL,59.55,59.55,59.55,Yes,No,Mailed check,No,1.0,1
1.0,No,Two year,No,DSL,77.8,155.6,77.8,Yes,No,Automatic,No,2.0,55
1.0,No,One year,Yes,DSL,55.1,0.0,55.1,Yes,Yes,Mailed check,No,0.0,25
0.0,No,Two year,No,No,0.0,0.0,24.15,Yes,Yes,Automatic,No,0.0,72
2.0,No,Two year,Yes,DSL,90.5,45.25,45.25,No,No,Mailed check,No,1.0,65
0.0,No,Month-to-month,Yes,No,0.0,0.0,20.25,No,Yes,Mailed check,No,0.0,7
3.0,No,Two year,No,DSL,194.25,0.0,64.75,No,Yes,Automatic,No,0.0,72
0.0,No,Month-to-month,No,DSL,0.0,54.6,54.6,No,Yes,Automatic,No,1.0,21
0.0,No,Month-to-month,No,No,0.0,0.0,20.7,Yes,No,Automatic,No,0.0,2
1.0,No,Month-to-month,No,Fiber optic,94.75,189.5,94.75,Yes,No,Electronic check,Yes,2.0,4
4.0,No,Two year,No,Fiber optic,463.2,231.6,115.8,No,Yes,Automatic,No,2.0,72
1.0,No,Month-to-month,No,DSL,49.45,0.0,49.45,Yes,No,Electronic check,No,0.0,6
1.0,No,Month-to-month,No,Fiber optic,83.8,83.8,83.8,Yes,No,Automatic,No,1.0,52
2.0,No,Month-to-month,No,Fiber optic,190.7,95.35,95.35,Yes,Yes,Automatic,Yes,1.0,69
1.0,No,Month-to-month,No,Fiber optic,74.05,0.0,74.05,Yes,No,Automatic,Yes,0.0,8
1.0,No,Month-to-month,No,Fiber optic,89.6,89.6,89.6,Yes,No,Automatic,Yes,1.0,63
4.0,No,One year,No,Fiber optic,466.4,233.2,116.6,Yes,No,Automatic,No,2.0,60
2.0,No,Month-to-month,No,DSL,108.4,0.0,54.2,No,Yes,Automatic,No,0.0,12
0.0,No,Month-to-month,No,No,0.0,0.0,19.3,Yes,No,Mailed check,No,0.0,13
3.0,No,Month-to-month,No,DSL,195.14999999999998,0.0,65.05,No,No,Mailed check,No,0.0,22
0.0,No,Two year,Yes,No,0.0,0.0,24.05,Yes,Yes,Automatic,No,0.0,72
0.0,No,Month-to-month,No,No,0.0,0.0,18.75,No,No,Automatic,No,0.0,2
0.0,No,Two year,Yes,No,0.0,0.0,20.15,No,Yes,Automatic,No,0.0,40
0.0,No,One year,Yes,No,0.0,0.0,20.0,No,Yes,Automatic,No,0.0,44
3.0,No,One year,No,DSL,213.0,71.0,71.0,Yes,Yes,Automatic,Yes,1.0,71
0.0,No,Month-to-month,No,Fiber optic,0.0,187.2,93.6,Yes,No,Electronic check,Yes,2.0,26
0.0,No,Month-to-month,No,DSL,0.0,0.0,24.4,No,No,Mailed check,No,0.0,1
1.0,No,Month-to-month,No,DSL,65.25,65.25,65.25,Yes,No,Mailed check,No,1.0,3
1.0,No,Month-to-month,No,DSL,50.55,0.0,50.55,Yes,No,Mailed check,No,0.0,13
0.0,No,Month-to-month,No,Fiber optic,0.0,0.0,70.7,Yes,No,Mailed check,No,0.0,1
0.0,No,Month-to-month,Yes,DSL,0.0,0.0,45.25,No,Yes,Mailed check,No,0.0,4
0.0,No,Month-to-month,No,Fiber optic,0.0,0.0,70.3,Yes,No,Electronic check,No,0.0,2
3.0,No,Two year,No,Fiber optic,326.85,217.9,108.95,Yes,Yes,Automatic,No,2.0,72
0.0,No,Month-to-month,Yes,No,0.0,0.0,26.45,No,Yes,Mailed check,No,0.0,37
0.0,No,One year,No,No,0.0,0.0,19.65,Yes,No,Automatic,No,0.0,23
0.0,No,One year,Yes,No,0.0,0.0,19.05,Yes,Yes,Electronic check,No,0.0,42
