SeniorCitizenRelevel,Partner,Dependents,tenure,InternetService,Contract,PaperlessBilling,MonthlyCharges,Churn,AdditionalInternetServicesCount,StreamingServicesCount,MC_x_Additional,MC_x_Streaming,PaymentMethod_bin_3
No,Yes,No,67,No,Two year,No,19.65,No,0,0,0.0,0.0,Mailed check
No,Yes,No,71,Fiber optic,Two year,Yes,105.15,No,2,2,210.3,210.3,Automatic
No,No,No,1,DSL,Month-to-month,No,49.0,No,1,0,49.0,0.0,Automatic
No,Yes,No,17,DSL,Month-to-month,Yes,49.8,No,1,2,49.8,99.6,Mailed check
No,No,No,1,No,Month-to-month,No,20.95,No,0,0,0.0,0.0,Automatic
Yes,Yes,No,32,Fiber optic,Month-to-month,No,79.3,No,1,0,79.3,0.0,Mailed check
No,Yes,Yes,41,No,One year,No,19.5,No,0,0,0.0,0.0,Automatic
No,No,No,1,DSL,Month-to-month,No,44.15,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,62,Fiber optic,Month-to-month,Yes,105.5,No,2,2,211.0,211.0,Electronic check
No,No,Yes,17,Fiber optic,Month-to-month,Yes,92.7,No,3,0,278.1,0.0,Automatic
No,Yes,Yes,72,No,Two year,Yes,26.25,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,56,Fiber optic,Month-to-month,Yes,96.95,No,2,1,193.9,96.95,Automatic
No,No,No,9,No,Month-to-month,Yes,20.45,No,0,0,0.0,0.0,Automatic
No,Yes,No,72,Fiber optic,Two year,Yes,115.8,No,4,2,463.2,231.6,Automatic
No,No,No,20,Fiber optic,Month-to-month,Yes,108.2,No,4,2,432.8,216.4,Automatic
No,Yes,Yes,19,No,Two year,No,20.2,No,0,0,0.0,0.0,Mailed check
No,No,No,53,DSL,One year,No,54.9,No,2,2,109.8,109.8,Automatic
No,No,No,6,No,Month-to-month,No,20.15,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,9,Fiber optic,One year,Yes,90.35,No,1,1,90.35,90.35,Electronic check
No,Yes,Yes,8,DSL,Month-to-month,No,55.75,No,1,0,55.75,0.0,Electronic check
No,Yes,Yes,71,Fiber optic,Two year,No,114.6,No,4,2,458.4,229.2,Automatic
No,Yes,No,71,DSL,One year,No,66.8,No,4,2,267.2,133.6,Automatic
No,Yes,No,68,Fiber optic,One year,Yes,100.3,No,2,2,200.6,200.6,Electronic check
No,No,No,34,Fiber optic,Month-to-month,Yes,105.35,No,2,2,210.7,210.7,Electronic check
No,No,No,26,Fiber optic,One year,Yes,85.2,No,3,0,255.60000000000002,0.0,Electronic check
No,No,No,7,No,Month-to-month,Yes,18.95,No,0,0,0.0,0.0,Mailed check
No,Yes,No,20,Fiber optic,Month-to-month,Yes,69.8,No,0,0,0.0,0.0,Automatic
No,Yes,No,60,Fiber optic,Month-to-month,Yes,106.15,No,2,2,212.3,212.3,Electronic check
No,Yes,Yes,72,No,Two year,No,20.55,No,0,0,0.0,0.0,Electronic check
Yes,Yes,No,72,Fiber optic,One year,Yes,105.75,No,2,2,211.5,211.5,Automatic
No,No,No,4,No,Month-to-month,No,25.25,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,16,No,Month-to-month,No,19.75,No,0,0,0.0,0.0,Electronic check
Yes,Yes,No,62,Fiber optic,One year,Yes,104.85,No,2,2,209.7,209.7,Electronic check
No,No,No,10,DSL,Month-to-month,Yes,60.95,No,1,1,60.95,60.95,Mailed check
No,No,No,31,Fiber optic,Month-to-month,Yes,81.15,No,1,0,81.15,0.0,Electronic check
No,Yes,No,71,No,Two year,No,19.1,No,0,0,0.0,0.0,Automatic
No,No,No,58,No,Two year,No,20.8,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,70,DSL,Two year,Yes,90.15,No,4,2,360.6,180.3,Automatic
No,Yes,No,71,DSL,Two year,No,90.1,No,4,2,360.4,180.2,Electronic check
Yes,No,No,69,DSL,Two year,No,74.1,No,3,1,222.29999999999998,74.1,Automatic
No,Yes,Yes,72,Fiber optic,Two year,Yes,118.75,No,4,2,475.0,237.5,Automatic
No,Yes,No,26,Fiber optic,Month-to-month,No,85.9,No,1,1,85.9,85.9,Automatic
No,Yes,No,33,Fiber optic,Month-to-month,Yes,95.0,No,2,1,190.0,95.0,Automatic
No,Yes,Yes,10,No,Two year,No,20.15,No,0,0,0.0,0.0,Mailed check
Yes,No,No,57,Fiber optic,Two year,No,101.3,No,3,1,303.9,101.3,Automatic
No,No,No,10,No,Month-to-month,Yes,21.2,No,0,0,0.0,0.0,Electronic check
No,Yes,Yes,39,No,One year,Yes,24.2,No,0,0,0.0,0.0,Mailed check
No,No,No,11,No,Month-to-month,No,20.3,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,68,DSL,Two year,No,85.3,No,3,2,255.89999999999998,170.6,Automatic
No,No,No,18,Fiber optic,One year,Yes,89.6,No,1,1,89.6,89.6,Automatic
No,No,No,18,DSL,Month-to-month,No,56.25,No,1,0,56.25,0.0,Mailed check
No,Yes,Yes,52,DSL,One year,Yes,50.95,No,1,0,50.95,0.0,Automatic
No,Yes,Yes,56,Fiber optic,Two year,No,115.85,No,4,2,463.4,231.7,Mailed check
No,No,No,45,Fiber optic,Month-to-month,Yes,103.65,No,2,2,207.3,207.3,Automatic
No,No,No,67,No,Two year,Yes,26.1,No,0,0,0.0,0.0,Mailed check
No,Yes,No,3,DSL,Month-to-month,No,35.1,No,2,0,70.2,0.0,Mailed check
Yes,No,No,65,Fiber optic,Month-to-month,Yes,99.1,No,2,2,198.2,198.2,Automatic
No,Yes,No,63,DSL,Two year,No,67.25,No,2,1,134.5,67.25,Mailed check
No,Yes,Yes,11,No,Two year,No,25.0,No,0,0,0.0,0.0,Mailed check
No,No,Yes,1,DSL,Month-to-month,Yes,59.55,No,1,1,59.55,59.55,Mailed check
No,No,No,55,DSL,Two year,Yes,77.8,No,1,2,77.8,155.6,Automatic
No,Yes,Yes,25,DSL,One year,Yes,55.1,No,1,0,55.1,0.0,Mailed check
No,Yes,No,72,No,Two year,Yes,24.15,No,0,0,0.0,0.0,Automatic
No,No,Yes,65,DSL,Two year,No,45.25,No,2,1,90.5,45.25,Mailed check
No,Yes,Yes,7,No,Month-to-month,No,20.25,No,0,0,0.0,0.0,Mailed check
No,Yes,No,72,DSL,Two year,No,64.75,No,3,0,194.25,0.0,Automatic
No,Yes,No,21,DSL,Month-to-month,No,54.6,No,0,1,0.0,54.6,Automatic
No,No,No,2,No,Month-to-month,Yes,20.7,No,0,0,0.0,0.0,Automatic
Yes,No,No,4,Fiber optic,Month-to-month,Yes,94.75,No,1,2,94.75,189.5,Electronic check
No,Yes,No,72,Fiber optic,Two year,No,115.8,No,4,2,463.2,231.6,Automatic
No,No,No,6,DSL,Month-to-month,Yes,49.45,No,1,0,49.45,0.0,Electronic check
No,No,No,52,Fiber optic,Month-to-month,Yes,83.8,No,1,1,83.8,83.8,Automatic
Yes,Yes,No,69,Fiber optic,Month-to-month,Yes,95.35,No,2,1,190.7,95.35,Automatic
Yes,No,No,8,Fiber optic,Month-to-month,Yes,74.05,No,1,0,74.05,0.0,Automatic
Yes,No,No,63,Fiber optic,Month-to-month,Yes,89.6,No,1,1,89.6,89.6,Automatic
No,No,No,60,Fiber optic,One year,Yes,116.6,No,4,2,466.4,233.2,Automatic
No,Yes,No,12,DSL,Month-to-month,No,54.2,No,2,0,108.4,0.0,Automatic
No,No,No,13,No,Month-to-month,Yes,19.3,No,0,0,0.0,0.0,Mailed check
No,No,No,22,DSL,Month-to-month,No,65.05,No,3,0,195.14999999999998,0.0,Mailed check
No,Yes,Yes,72,No,Two year,Yes,24.05,No,0,0,0.0,0.0,Automatic
No,No,No,2,No,Month-to-month,No,18.75,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,40,No,Two year,No,20.15,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,44,No,One year,No,20.0,No,0,0,0.0,0.0,Automatic
Yes,Yes,No,71,DSL,One year,Yes,71.0,No,3,1,213.0,71.0,Automatic
Yes,No,No,26,Fiber optic,Month-to-month,Yes,93.6,No,0,2,0.0,187.2,Electronic check
No,No,No,1,DSL,Month-to-month,No,24.4,No,0,0,0.0,0.0,Mailed check
No,No,No,3,DSL,Month-to-month,Yes,65.25,No,1,1,65.25,65.25,Mailed check
No,No,No,13,DSL,Month-to-month,Yes,50.55,No,1,0,50.55,0.0,Mailed check
No,No,No,1,Fiber optic,Month-to-month,Yes,70.7,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,4,DSL,Month-to-month,No,45.25,No,0,0,0.0,0.0,Mailed check
No,No,No,2,Fiber optic,Month-to-month,Yes,70.3,No,0,0,0.0,0.0,Electronic check
No,Yes,No,72,Fiber optic,Two year,Yes,108.95,No,3,2,326.85,217.9,Automatic
No,Yes,Yes,37,No,Month-to-month,No,26.45,No,0,0,0.0,0.0,Mailed check
No,No,No,23,No,One year,Yes,19.65,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,42,No,One year,Yes,19.05,No,0,0,0.0,0.0,Electronic check
No,No,No,32,DSL,One year,No,74.75,No,1,2,74.75,149.5,Mailed check
No,Yes,Yes,22,Fiber optic,Month-to-month,Yes,75.8,No,0,0,0.0,0.0,Automatic
No,Yes,No,42,DSL,Month-to-month,Yes,25.1,No,0,0,0.0,0.0,Automatic
No,No,No,8,DSL,Month-to-month,No,44.45,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,65,Fiber optic,Two year,Yes,104.3,No,2,2,208.6,208.6,Automatic
No,Yes,Yes,70,DSL,Two year,Yes,89.0,No,4,2,356.0,178.0,Automatic
No,No,Yes,22,No,Month-to-month,No,20.15,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,67,DSL,Two year,No,36.15,No,2,0,72.3,0.0,Automatic
No,No,No,25,No,Month-to-month,Yes,19.2,No,0,0,0.0,0.0,Automatic
No,Yes,No,20,No,Month-to-month,No,19.25,No,0,0,0.0,0.0,Automatic
No,No,Yes,2,DSL,Month-to-month,Yes,61.2,No,1,1,61.2,61.2,Automatic
No,No,No,51,No,Two year,No,20.45,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,46,DSL,Month-to-month,No,35.05,No,2,0,70.1,0.0,Automatic
No,No,Yes,13,DSL,Month-to-month,No,44.0,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,26,DSL,One year,No,50.35,No,1,0,50.35,0.0,Mailed check
No,No,Yes,19,No,Month-to-month,Yes,20.0,No,0,0,0.0,0.0,Electronic check
No,Yes,No,72,DSL,Two year,Yes,86.4,No,3,2,259.20000000000005,172.8,Automatic
Yes,No,No,18,DSL,Month-to-month,Yes,58.4,No,2,0,116.8,0.0,Automatic
No,No,No,24,Fiber optic,Month-to-month,Yes,94.1,No,0,2,0.0,188.2,Electronic check
No,Yes,No,46,Fiber optic,Two year,Yes,108.9,No,3,2,326.70000000000005,217.8,Automatic
Yes,No,No,72,Fiber optic,Two year,Yes,107.4,No,4,1,429.6,107.4,Automatic
Yes,Yes,No,70,Fiber optic,Month-to-month,Yes,90.85,No,1,1,90.85,90.85,Electronic check
No,No,No,2,No,Month-to-month,No,19.9,No,0,0,0.0,0.0,Electronic check
No,Yes,No,31,DSL,Month-to-month,Yes,66.4,No,2,1,132.8,66.4,Automatic
No,Yes,Yes,16,Fiber optic,Month-to-month,No,100.7,No,2,2,201.4,201.4,Automatic
No,No,Yes,52,No,Two year,No,25.6,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,13,No,Month-to-month,Yes,19.85,No,0,0,0.0,0.0,Mailed check
No,No,No,35,No,One year,No,20.75,No,0,0,0.0,0.0,Mailed check
No,No,No,59,Fiber optic,Two year,No,95.8,No,1,2,95.8,191.6,Electronic check
No,Yes,No,72,Fiber optic,Month-to-month,Yes,94.65,No,1,2,94.65,189.3,Electronic check
No,Yes,No,49,Fiber optic,Two year,No,106.65,No,4,1,426.6,106.65,Automatic
No,No,No,2,DSL,Month-to-month,Yes,45.85,No,0,0,0.0,0.0,Mailed check
Yes,No,No,21,Fiber optic,Month-to-month,Yes,104.35,No,2,2,208.7,208.7,Electronic check
Yes,No,No,54,DSL,One year,Yes,55.45,No,2,2,110.9,110.9,Electronic check
No,No,No,1,DSL,Month-to-month,No,61.15,No,2,0,122.3,0.0,Electronic check
No,No,No,6,Fiber optic,Month-to-month,Yes,78.95,No,2,0,157.9,0.0,Electronic check
No,No,Yes,49,Fiber optic,One year,Yes,109.2,No,3,2,327.6,218.4,Automatic
No,Yes,Yes,56,DSL,Two year,Yes,61.3,No,3,0,183.89999999999998,0.0,Automatic
Yes,No,No,56,Fiber optic,Month-to-month,Yes,96.85,No,2,1,193.7,96.85,Electronic check
No,Yes,Yes,6,DSL,Two year,No,40.55,No,3,0,121.64999999999999,0.0,Mailed check
No,No,No,32,No,One year,No,19.8,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,50,Fiber optic,One year,Yes,108.25,No,3,2,324.75,216.5,Electronic check
No,Yes,Yes,58,Fiber optic,One year,Yes,105.05,No,2,2,210.1,210.1,Automatic
No,Yes,Yes,65,DSL,Two year,Yes,90.45,No,4,2,361.8,180.9,Mailed check
No,No,No,64,DSL,Two year,Yes,86.4,No,4,2,345.6,172.8,Automatic
No,Yes,No,66,DSL,Two year,No,66.9,No,3,0,200.70000000000002,0.0,Automatic
No,Yes,No,38,Fiber optic,One year,Yes,110.7,No,3,2,332.1,221.4,Electronic check
No,Yes,No,20,No,One year,Yes,20.0,No,0,0,0.0,0.0,Mailed check
Yes,No,No,64,Fiber optic,One year,No,102.1,No,2,2,204.2,204.2,Electronic check
No,No,No,60,DSL,One year,Yes,70.15,No,3,1,210.45000000000002,70.15,Automatic
No,Yes,Yes,50,DSL,One year,Yes,80.05,No,4,1,320.2,80.05,Automatic
No,Yes,No,72,DSL,Two year,Yes,49.2,No,3,1,147.60000000000002,49.2,Electronic check
No,Yes,No,60,No,Two year,Yes,20.5,No,0,0,0.0,0.0,Automatic
No,No,No,46,DSL,Two year,No,38.25,No,3,0,114.75,0.0,Mailed check
No,Yes,Yes,69,DSL,Two year,Yes,54.95,No,2,2,109.9,109.9,Automatic
Yes,No,No,31,Fiber optic,Month-to-month,Yes,96.6,No,2,1,193.2,96.6,Automatic
No,Yes,Yes,19,No,One year,No,19.9,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,71,No,Two year,No,19.9,No,0,0,0.0,0.0,Automatic
No,Yes,No,12,Fiber optic,Month-to-month,Yes,84.6,No,3,0,253.79999999999998,0.0,Electronic check
No,No,No,44,DSL,One year,Yes,85.25,No,3,2,255.75,170.5,Automatic
No,Yes,Yes,56,DSL,Two year,No,81.25,No,4,1,325.0,81.25,Automatic
No,Yes,No,72,Fiber optic,Two year,Yes,115.5,No,4,2,462.0,231.0,Automatic
No,No,No,11,Fiber optic,Month-to-month,Yes,79.0,No,1,0,79.0,0.0,Automatic
Yes,Yes,No,15,Fiber optic,Month-to-month,Yes,94.65,No,1,2,94.65,189.3,Electronic check
No,No,No,72,No,Two year,Yes,20.8,No,0,0,0.0,0.0,Mailed check
No,Yes,No,56,DSL,Two year,No,59.5,No,2,0,119.0,0.0,Automatic
Yes,No,No,64,No,Two year,Yes,20.05,No,0,0,0.0,0.0,Automatic
No,Yes,No,34,Fiber optic,Month-to-month,Yes,100.45,No,1,2,100.45,200.9,Electronic check
No,No,No,35,No,One year,No,20.6,No,0,0,0.0,0.0,Automatic
No,No,No,22,No,One year,No,20.3,No,0,0,0.0,0.0,Automatic
No,No,No,9,DSL,One year,No,39.55,No,3,0,118.64999999999999,0.0,Mailed check
No,No,No,23,No,One year,No,20.45,No,0,0,0.0,0.0,Mailed check
No,Yes,No,68,No,Two year,No,25.25,No,0,0,0.0,0.0,Automatic
No,Yes,No,33,Fiber optic,Month-to-month,No,91.25,No,0,2,0.0,182.5,Electronic check
No,No,No,31,DSL,Month-to-month,Yes,72.45,No,4,1,289.8,72.45,Automatic
No,No,No,56,No,Two year,No,19.7,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,66,DSL,One year,Yes,75.1,No,4,1,300.4,75.1,Electronic check
No,Yes,Yes,72,No,Two year,No,25.0,No,0,0,0.0,0.0,Automatic
Yes,No,No,34,Fiber optic,Month-to-month,No,69.15,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,58,Fiber optic,Month-to-month,Yes,91.55,No,2,1,183.1,91.55,Electronic check
No,No,No,37,DSL,Two year,No,35.8,No,0,1,0.0,35.8,Automatic
No,No,No,71,Fiber optic,Two year,Yes,113.15,No,4,2,452.6,226.3,Automatic
No,Yes,Yes,1,No,One year,No,19.85,No,0,0,0.0,0.0,Automatic
Yes,Yes,Yes,71,No,Two year,No,19.8,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,35,No,One year,No,19.9,No,0,0,0.0,0.0,Electronic check
No,Yes,Yes,6,No,One year,No,19.7,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,69,DSL,One year,No,59.1,No,3,0,177.3,0.0,Automatic
No,Yes,No,53,Fiber optic,One year,Yes,91.15,No,1,1,91.15,91.15,Electronic check
No,Yes,No,5,Fiber optic,Month-to-month,Yes,68.95,No,0,0,0.0,0.0,Electronic check
No,No,Yes,2,DSL,Month-to-month,No,51.55,No,1,0,51.55,0.0,Mailed check
No,No,Yes,62,No,Two year,Yes,24.4,No,0,0,0.0,0.0,Mailed check
No,Yes,No,19,Fiber optic,Month-to-month,Yes,96.8,No,1,2,96.8,193.6,Electronic check
No,No,No,9,Fiber optic,Month-to-month,No,70.05,No,0,0,0.0,0.0,Mailed check
No,No,No,53,No,Two year,No,19.5,No,0,0,0.0,0.0,Automatic
No,No,No,5,Fiber optic,Month-to-month,No,78.75,No,0,1,0.0,78.75,Mailed check
Yes,Yes,Yes,71,DSL,One year,No,69.2,No,2,1,138.4,69.2,Electronic check
No,No,No,1,No,Month-to-month,Yes,19.55,No,0,0,0.0,0.0,Mailed check
No,No,No,72,Fiber optic,Two year,Yes,103.65,No,2,2,207.3,207.3,Electronic check
No,Yes,No,4,DSL,Month-to-month,No,54.7,No,2,0,109.4,0.0,Mailed check
No,No,No,59,DSL,Two year,No,54.15,No,1,0,54.15,0.0,Automatic
Yes,Yes,No,31,Fiber optic,Month-to-month,Yes,84.85,No,0,1,0.0,84.85,Electronic check
No,Yes,No,3,No,Month-to-month,No,20.0,No,0,0,0.0,0.0,Automatic
No,Yes,No,49,Fiber optic,One year,Yes,99.25,No,2,2,198.5,198.5,Automatic
No,No,No,2,No,Month-to-month,No,19.35,No,0,0,0.0,0.0,Mailed check
No,Yes,No,55,Fiber optic,One year,Yes,94.75,No,1,2,94.75,189.5,Electronic check
No,Yes,Yes,72,Fiber optic,Two year,Yes,114.05,No,4,2,456.2,228.1,Automatic
Yes,No,No,36,Fiber optic,Month-to-month,Yes,74.9,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,10,No,Month-to-month,Yes,19.8,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,72,DSL,Two year,No,80.85,No,4,1,323.4,80.85,Automatic
No,No,No,28,DSL,Month-to-month,No,54.65,No,2,0,109.3,0.0,Automatic
No,Yes,No,38,Fiber optic,Month-to-month,No,91.7,No,1,1,91.7,91.7,Automatic
No,No,No,61,Fiber optic,One year,Yes,118.6,No,4,2,474.4,237.2,Electronic check
No,Yes,Yes,52,No,Two year,No,24.55,No,0,0,0.0,0.0,Mailed check
No,No,No,67,No,One year,Yes,19.45,No,0,0,0.0,0.0,Mailed check
No,No,Yes,34,Fiber optic,Two year,Yes,116.15,No,4,2,464.6,232.3,Automatic
No,No,No,54,DSL,Two year,No,80.6,No,3,2,241.79999999999998,161.2,Electronic check
No,Yes,No,1,No,Month-to-month,Yes,20.3,No,0,0,0.0,0.0,Automatic
No,No,Yes,46,Fiber optic,Month-to-month,Yes,99.8,No,2,2,199.6,199.6,Electronic check
No,Yes,Yes,55,DSL,One year,Yes,75.0,No,3,1,225.0,75.0,Automatic
No,No,No,1,No,Month-to-month,No,19.9,No,0,0,0.0,0.0,Mailed check
Yes,Yes,No,64,Fiber optic,One year,No,80.3,No,2,0,160.6,0.0,Automatic
No,Yes,No,58,DSL,Two year,Yes,84.3,No,3,2,252.89999999999998,168.6,Electronic check
No,Yes,No,56,DSL,One year,Yes,54.05,No,2,2,108.1,108.1,Automatic
No,Yes,Yes,72,Fiber optic,Two year,Yes,104.9,No,3,2,314.70000000000005,209.8,Automatic
Yes,Yes,No,72,Fiber optic,One year,Yes,97.25,No,1,2,97.25,194.5,Automatic
No,No,No,22,Fiber optic,Month-to-month,No,83.05,No,0,1,0.0,83.05,Electronic check
No,No,No,39,DSL,Month-to-month,No,41.1,No,3,0,123.30000000000001,0.0,Automatic
No,No,No,12,DSL,Month-to-month,Yes,45.0,No,0,0,0.0,0.0,Automatic
No,Yes,No,54,DSL,Two year,Yes,74.55,No,2,2,149.1,149.1,Automatic
No,No,No,18,DSL,One year,Yes,40.2,No,3,0,120.60000000000001,0.0,Mailed check
No,Yes,No,32,DSL,One year,No,70.5,No,3,1,211.5,70.5,Mailed check
No,No,No,41,No,One year,Yes,19.75,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,67,No,Two year,No,24.65,No,0,0,0.0,0.0,Automatic
No,Yes,No,65,Fiber optic,Month-to-month,Yes,104.25,No,2,2,208.5,208.5,Electronic check
No,No,No,25,DSL,Month-to-month,Yes,78.35,No,4,1,313.4,78.35,Automatic
No,Yes,No,67,Fiber optic,One year,Yes,109.7,No,3,2,329.1,219.4,Automatic
Yes,No,No,43,DSL,Month-to-month,Yes,33.45,No,2,0,66.9,0.0,Automatic
No,No,No,24,Fiber optic,Month-to-month,Yes,94.6,No,1,2,94.6,189.2,Electronic check
No,Yes,Yes,69,No,Two year,No,20.2,No,0,0,0.0,0.0,Automatic
No,No,Yes,37,No,One year,No,20.3,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,20,DSL,Two year,Yes,39.4,No,3,0,118.19999999999999,0.0,Automatic
No,No,No,7,Fiber optic,Month-to-month,No,69.15,No,0,0,0.0,0.0,Automatic
No,No,No,41,DSL,One year,Yes,51.35,No,1,2,51.35,102.7,Electronic check
No,No,No,54,Fiber optic,One year,Yes,100.05,No,2,2,200.1,200.1,Automatic
Yes,No,No,69,No,Two year,No,20.3,No,0,0,0.0,0.0,Automatic
No,No,No,53,Fiber optic,One year,Yes,94.45,No,3,1,283.35,94.45,Automatic
No,Yes,Yes,18,DSL,One year,No,46.4,No,2,1,92.8,46.4,Automatic
No,Yes,No,64,Fiber optic,Two year,Yes,104.05,No,3,2,312.15,208.1,Automatic
No,No,No,20,DSL,Month-to-month,No,24.9,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,57,DSL,One year,No,59.6,No,3,0,178.8,0.0,Mailed check
Yes,Yes,No,63,Fiber optic,Two year,No,108.5,No,3,2,325.5,217.0,Automatic
No,Yes,Yes,13,DSL,Two year,No,40.55,No,3,0,121.64999999999999,0.0,Mailed check
Yes,Yes,No,48,DSL,One year,Yes,58.95,No,1,1,58.95,58.95,Automatic
No,Yes,Yes,57,No,Two year,No,20.75,No,0,0,0.0,0.0,Mailed check
No,Yes,No,71,Fiber optic,One year,Yes,113.15,No,3,2,339.45000000000005,226.3,Automatic
No,Yes,Yes,7,DSL,Month-to-month,No,48.8,No,0,0,0.0,0.0,Electronic check
No,No,No,16,DSL,Month-to-month,Yes,63.05,No,0,1,0.0,63.05,Automatic
No,Yes,No,34,Fiber optic,Month-to-month,No,100.85,No,1,2,100.85,201.7,Electronic check
No,No,No,16,Fiber optic,Month-to-month,Yes,80.55,No,1,0,80.55,0.0,Mailed check
No,No,Yes,48,DSL,One year,Yes,64.4,No,3,0,193.20000000000002,0.0,Automatic
No,Yes,Yes,58,DSL,One year,Yes,75.2,No,2,2,150.4,150.4,Automatic
No,Yes,No,72,DSL,Two year,Yes,84.9,No,3,2,254.70000000000002,169.8,Automatic
No,No,No,7,No,Month-to-month,No,19.3,No,0,0,0.0,0.0,Mailed check
No,No,No,30,DSL,One year,No,74.65,No,4,1,298.6,74.65,Automatic
No,Yes,No,31,DSL,Month-to-month,Yes,59.05,No,0,1,0.0,59.05,Automatic
Yes,No,No,46,DSL,One year,Yes,69.1,No,2,1,138.2,69.1,Automatic
No,Yes,No,50,No,Two year,No,20.55,No,0,0,0.0,0.0,Mailed check
No,Yes,No,28,Fiber optic,Month-to-month,No,76.55,No,1,0,76.55,0.0,Automatic
No,No,No,66,DSL,Two year,Yes,62.5,No,4,2,250.0,125.0,Automatic
No,Yes,Yes,41,Fiber optic,Month-to-month,Yes,94.9,No,1,2,94.9,189.8,Automatic
Yes,Yes,No,72,Fiber optic,Two year,Yes,111.65,No,3,2,334.95000000000005,223.3,Automatic
No,No,No,7,No,One year,No,19.9,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,38,No,Month-to-month,No,20.45,No,0,0,0.0,0.0,Mailed check
No,No,No,44,Fiber optic,One year,Yes,106.05,No,3,2,318.15,212.1,Electronic check
No,Yes,Yes,47,Fiber optic,One year,Yes,113.45,No,4,2,453.8,226.9,Automatic
No,Yes,Yes,53,Fiber optic,Month-to-month,Yes,92.55,No,2,1,185.1,92.55,Electronic check
No,Yes,No,4,DSL,Month-to-month,No,65.6,No,1,1,65.6,65.6,Electronic check
Yes,No,No,20,Fiber optic,Month-to-month,Yes,84.35,No,0,1,0.0,84.35,Electronic check
Yes,Yes,No,57,DSL,One year,Yes,71.1,No,2,1,142.2,71.1,Automatic
Yes,Yes,No,44,Fiber optic,Month-to-month,Yes,85.15,No,3,0,255.45000000000002,0.0,Electronic check
No,No,No,24,DSL,Month-to-month,Yes,49.7,No,1,0,49.7,0.0,Mailed check
No,Yes,Yes,15,DSL,Month-to-month,Yes,30.2,No,1,0,30.2,0.0,Automatic
No,No,No,24,DSL,Month-to-month,No,56.35,No,2,0,112.7,0.0,Automatic
No,No,No,33,Fiber optic,Month-to-month,No,107.55,No,2,2,215.1,215.1,Electronic check
No,Yes,Yes,58,No,Two year,Yes,19.85,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,72,Fiber optic,Two year,Yes,95.9,No,2,1,191.8,95.9,Automatic
No,Yes,No,71,No,Two year,No,23.85,No,0,0,0.0,0.0,Mailed check
No,Yes,No,51,DSL,Two year,Yes,83.85,No,4,2,335.4,167.7,Automatic
Yes,Yes,No,72,Fiber optic,Two year,Yes,84.8,No,3,0,254.39999999999998,0.0,Automatic
No,No,Yes,14,DSL,Two year,No,76.1,No,4,1,304.4,76.1,Automatic
No,Yes,Yes,72,DSL,Two year,No,74.55,No,3,1,223.64999999999998,74.55,Mailed check
No,Yes,Yes,22,DSL,Month-to-month,No,39.2,No,1,1,39.2,39.2,Electronic check
No,No,No,2,Fiber optic,Month-to-month,No,79.55,No,1,0,79.55,0.0,Electronic check
No,No,No,15,No,Month-to-month,No,19.6,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,51,No,Two year,No,19.55,No,0,0,0.0,0.0,Automatic
No,Yes,No,70,DSL,Two year,Yes,39.15,No,3,0,117.44999999999999,0.0,Automatic
No,Yes,Yes,71,No,Two year,No,20.1,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,39,Fiber optic,Month-to-month,Yes,99.95,No,1,2,99.95,199.9,Automatic
No,Yes,Yes,61,DSL,Month-to-month,No,59.8,No,2,0,119.6,0.0,Electronic check
No,No,No,52,DSL,Month-to-month,Yes,49.75,No,1,0,49.75,0.0,Automatic
No,Yes,No,64,Fiber optic,One year,Yes,108.5,No,3,2,325.5,217.0,Mailed check
No,Yes,No,62,DSL,Two year,Yes,60.15,No,3,0,180.45,0.0,Automatic
No,Yes,No,30,No,Two year,No,19.05,No,0,0,0.0,0.0,Mailed check
